Time,Window Size
0.0,0
0.083712,3400
0.17848,3740
0.184784,4080
0.191088,4420
0.197392,4760
0.203696,5100
0.272816,5440
0.27912,5780
0.285424,6120
0.291728,6460
0.298032,6800
0.304336,7140
0.31064,7480
0.367152,7820
0.373456,8160
0.37976,8500
0.386064,8840
0.392368,9180
0.398672,9520
0.404976,9860
0.41128,10200
0.417584,10540
0.423888,10880
0.430192,11220
0.46464,11560
0.470944,11900
0.477248,12240
0.483552,12580
0.489856,12920
0.49616,13260
0.502464,13600
0.508768,13940
0.515072,14280
0.521376,14620
0.52768,14960
0.533984,15300
0.540288,15640
0.546592,15980
0.552896,16320
0.5592,16660
0.565504,17000
0.571808,17340
0.578112,17680
0.584416,18020
0.59072,18360
0.597024,18700
0.603328,19040
0.609632,19380
0.615936,19720
0.62224,20060
0.628544,20400
0.634848,20740
0.641152,21080
0.647456,21420
0.65376,21760
0.660064,22100
0.666368,22440
0.672672,22780
0.678976,23120
0.68528,23460
0.691584,23800
0.697888,24140
0.704192,24480
0.710496,24820
0.7168,25160
0.723104,25500
0.729408,25840
0.735712,26180
0.742016,26520
0.74832,26860
0.754624,27200
0.760928,27540
0.767232,27880
0.773536,28220
0.77984,28560
0.786144,28900
0.792448,29240
0.798752,29580
0.805056,29920
0.81136,30260
0.817664,30600
0.823968,30940
0.830272,31280
0.836576,31620
0.84288,31960
0.849184,32300
0.855488,32640
0.861792,32980
0.868096,33320
0.8744,33660
0.880704,34000
0.887008,34340
0.893312,34680
0.899616,35020
0.90592,35360
0.912224,35700
0.918528,36040
0.924832,36380
0.931136,36720
0.93744,37060
0.943744,37400
0.950048,37740
0.956352,38080
0.962656,38420
0.96896,38760
0.975264,39100
0.981568,39440
0.987872,39780
0.994176,40120
1.00048,40460
1.00678,40800
1.01309,41140
1.01939,41480
1.0257,41820
1.032,42160
1.0383,42500
1.04461,42840
1.05091,43180
1.05722,43520
1.06352,43860
1.06982,44200
1.07613,44540
1.08243,44880
1.08874,45220
1.09504,45560
1.10134,45900
1.10765,46240
1.11395,46580
1.12026,46920
1.12656,47260
1.13286,47600
1.13917,47940
1.14547,48280
1.15178,48620
1.15808,48960
1.16438,49300
1.17069,49640
1.17699,49980
1.1833,50320
1.1896,50660
1.1959,51000
1.20221,51340
1.20851,51680
1.21482,52020
1.22112,52360
1.22742,52700
1.23373,53040
1.24003,53380
1.24634,53720
1.25264,54060
1.25894,54400
1.26525,54740
1.27155,55080
1.27786,55420
1.28416,55760
1.29046,56100
1.29677,56440
1.30307,56780
1.30938,57120
1.31568,57460
1.32198,57800
1.32829,58140
1.33459,58480
1.3409,58820
1.3472,59160
1.3535,59500
1.35981,59840
1.36611,60180
1.37242,60520
1.37872,60860
1.38502,61200
1.39133,61540
1.39763,61880
1.40394,62220
1.41024,62560
1.41654,62900
1.42285,63240
1.42915,63580
1.43546,63920
1.44176,64260
1.44806,64600
1.45437,64940
1.46067,65280
1.46698,65620
1.47328,65960
1.47958,66300
1.48589,66640
1.49219,66980
1.4985,67320
1.5048,67660
1.5111,68000
1.51741,68340
1.52371,68680
1.53002,69020
1.53632,69360
1.54262,69700
1.54893,70040
1.55523,70380
1.56154,70720
1.56784,71060
1.57414,71400
1.58045,71740
1.58675,72080
1.59306,72420
1.59936,72760
1.60566,73100
1.61197,73440
1.62142,73100
2.15411,72760
2.15726,72420
2.16042,72080
2.16357,71740
2.16672,71400
2.16987,71060
2.17302,70720
2.17618,70380
2.17933,70040
2.18248,69700
2.18563,69360
2.18878,69020
2.19194,68680
2.19509,68340
2.19824,68000
2.20139,67660
2.20454,67320
2.2077,66980
2.21085,66640
2.214,66300
2.21715,65960
2.2203,65620
2.22346,65280
2.22661,64940
2.22976,64600
2.23291,64260
2.23606,63920
2.23922,63580
2.24237,63240
2.24552,62900
2.24867,61880
2.25182,62220
2.35899,61880
2.36214,61540
2.3653,61200
2.36845,60860
2.3716,60520
2.37475,60180
2.3779,59840
2.38106,59500
2.38421,59160
2.38736,58820
2.39051,58480
2.39366,58140
2.39682,57800
2.39997,57460
2.40312,57120
2.40627,56780
2.40942,56440
2.41258,56100
2.41573,55760
2.41888,55420
2.42203,55080
2.42518,54740
2.42834,54400
2.43149,54060
2.43464,53720
2.43779,53380
2.44094,53040
2.4441,52700
2.44725,52360
2.4504,52020
2.45355,51680
2.4567,51340
2.45986,51000
2.46301,50660
2.46616,50320
2.46931,49980
2.47246,49640
2.47562,49300
2.47877,48960
2.48192,48620
2.48507,48280
2.48822,47940
2.49138,47600
2.49453,47260
2.49768,46920
2.50083,46580
2.50398,46240
2.50714,45900
2.51029,45560
2.51344,45220
2.51659,44880
2.51974,44540
2.5229,44200
2.52605,43860
2.5292,43520
2.53235,43180
2.5355,42840
2.53866,42500
2.54181,42160
2.54496,41820
